ProductId,SimulationDate,TY_Start_Date,Unit_TY,ASP_TY,Unit_Forecast,Unit_LY,ASP_LY,TY_StockOut,Total_Day,LY_StockOut,Incoming_Inventory_TY,Inventory_TY,Inventory_LY,FinalROP,ROQ,LostSales,ServiceLevel,SOQ_Realized,SalesRevenue_TY,SalesRevenue_LY,LY_Lost_Sales,TY_Lost_Sales,Total_Day_LY,StoreCount_W,CostOfGoodsSold,Timing,product_id,product_description,product_hierarchy_1_description,product_hierarchy_2_description,product_hierarchy_3_description,product_hierarchy_4_description,product_hierarchy_5_description,product_speed_cluster,size,color,family_is_main,new_product,Profitability
462899,2023-05-21,2023-02-26,46,45.16869565,,31.0,43.74322581,31,1134,325.0,57.0,394.0,224.0,287,0,0,,28.0,2077.76,1356.04,6.722146414,0.876987739,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,2056.8300000000004
462899,2023-05-21,2023-03-05,51,44.93196078,,26.0,43.48076923,36,1134,385.0,63.0,407.0,222.0,231,0,0,,34.0,2291.53,1130.5,10.25905677,2.001563798,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,2270.6000000000004
462899,2023-05-21,2023-03-12,26,45.42807692,,18.0,43.88888889,37,1134,428.0,58.0,383.0,201.0,254,0,0,,27.0,1181.13,790.0,7.590986399,1.083408447,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,1160.2
462899,2023-05-21,2022-12-25,30,44.82333333,,40.0,39.53675,43,1134,292.0,9.0,354.0,257.0,0,0,0,,27.0,1344.7,1581.47,6.412298992,0.577916444,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,1323.77
462899,2023-05-21,2023-01-01,15,44.02666667,,13.0,42.92307692,43,1134,329.0,7.0,332.0,258.0,0,0,0,,27.0,660.4,558.0,5.366999661,0.458311533,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,639.47
462899,2023-05-21,2023-01-08,18,45.20611111,,18.0,43.54388889,30,1134,362.0,27.0,328.0,247.0,0,0,0,,27.0,813.71,783.79,6.205197091,0.345435424,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,792.7800000000001
462899,2023-05-21,2023-01-15,7,45.0,,11.0,42.36363636,35,1134,379.0,5.0,331.0,233.0,205,0,0,,0.0,315.0,466.0,4.531539145,0.244070568,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,294.07
462899,2023-05-21,2023-01-22,15,45.0,,10.0,42.0,38,1134,392.0,3.0,325.0,225.0,196,0,0,,0.0,675.0,420.0,5.983599947,0.341130498,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,654.07
462899,2023-05-21,2023-01-29,9,45.0,,8.0,44.755,31,1134,399.0,15.0,313.0,213.0,201,0,0,,1.0,405.0,358.04,3.554761242,0.457476354,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,384.07
462899,2023-05-21,2022-11-13,6,43.875,,1.0,40.0,84,1134,690.0,114.0,202.0,116.0,0,0,0,,27.0,263.25,40.0,1.419935729,1.224079603,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,242.32
462899,2023-05-21,2022-11-20,20,33.889,,9.0,30.31555556,46,1134,701.0,111.0,274.0,112.0,0,0,0,,27.0,677.78,272.84,11.76669287,0.509609908,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,656.85
462899,2023-05-21,2022-11-27,13,43.86923077,,23.0,39.08478261,56,1134,505.0,35.0,329.0,104.0,0,0,0,,27.0,570.3,898.95,7.825548892,0.328688721,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,549.37
462899,2023-05-21,2022-12-04,17,45.0,,36.0,38.22055556,66,1134,278.0,5.0,344.0,276.0,0,0,0,,27.0,765.0,1375.94,5.796479383,0.463957401,800.0,162,20.93,Actual,462899,Sports Shirt - White05 - Medium,Apparel,Outdoor/Seasonal Apparel,Mens Outdoor Tops,Mens Sports Tops,SS Tops,mid,MEDIUM,WHITE05,1,0,744.07
